Date,Pptn,PET,streamflow
1989-05-04,0.113823443436605,3.63681999147302,0.035446902575597
1989-05-05,0.113823443436605,3.67553241115774,0.03358127612425
1989-05-06,0,4.04642048748805,0.03358127612425
1989-05-07,0,4.16104644497481,0.03358127612425
1989-05-08,0,4.04450147655222,0.03320815083398
1989-05-09,0,4.11203962738594,0.03320815083398
1989-05-10,0,4.22100495502509,0.032835025543711
1989-05-11,0,3.79292938907312,0.032835025543711
1989-05-12,0,3.69170275974433,0.031342524382633
1989-05-13,0,4.00636550581251,0.031342524382633
1989-05-14,0,4.19190937131827,0.031342524382633
1989-05-15,0,4.2151059783616,0.030969399092364
1989-05-16,0,4.25631810393974,0.030969399092364
1989-05-17,0,4.10129872391417,0.030969399092364
1989-05-18,0,3.86911270890725,0.030596273802094
1989-05-19,0,4.17808094211062,0.030223148511825
1989-05-20,0,4.26700117742799,0.029850023221555
1989-05-21,0,4.13889391698008,0.029476897931286
1989-05-22,0,4.09270612748827,0.029850023221555
1989-05-23,0,3.36192074559146,0.031342524382633
1989-05-24,0,3.19997276766476,0.025745645028591
1989-05-25,0,3.47628190489447,0.0268650208994
1989-05-26,0,3.37753968923256,0.027238146189669
1989-05-27,0,4.1120842300796,0.027611271479939
1989-05-28,0,3.86680478810537,0.028730647350747
1989-05-29,0,3.79299817712861,0.029850023221555
1989-05-30,0,3.60649855099638,0.029476897931286
1989-05-31,0,3.64274354941891,0.0268650208994
1989-06-01,0,3.5107129003544,0.031342524382633
1989-06-02,0.569454362369078,3.65471178496456,0.03320815083398
1989-06-03,0.949809502109112,3.68565552479373,0.034327526704789
1989-06-04,0,3.56154583393032,0.042163157800447
1989-06-05,4.90050049365193,3.43318128001955,0.038431904897752
1989-06-06,0.094333226324726,3.94000352488051,0.042163157800447
1989-06-07,2.40661745925985,3.55098752375836,0.344767768208963
1989-06-08,4.03948818161727,4.03271439263069,0.144026362044004
1989-06-09,1.58635008832376,3.85712997143929,0.086191942052241
1989-06-10,1.66398472581746,3.89009026642399,0.079475686827391
1989-06-11,14.7501999192258,3.61335617683471,0.079475686827391
1989-06-12,2.26067770296503,3.79331062266409,0.077236935085774
1989-06-13,20.1519602670661,3.03948669202896,0.580209826368979
1989-06-14,12.58739080906,3.33917571506779,0.597000464431104
1989-06-15,11.0310837768516,4.08569368066378,0.229845178805975
1989-06-16,15.542783300189,3.72799347510198,0.147384489656429
1989-06-17,10.373218730951,2.66226668332169,0.487674754382158
1989-06-18,3.28685648105799,3.2642670035118,0.223875174161664
1989-06-19,3.95037656533827,3.39099585099937,0.141787610302387
1989-06-20,1.0563765411519,3.49840559782505,0.110071960629485
1989-06-21,5.16526873206513,1.93676842551181,0.085818816761971
1989-06-22,88.9839935123817,0.687533147071574,1.8656264513472
1989-06-23,56.6453797649542,1.45968102091666,0.104101955985174
1989-06-24,3.07764691297043,2.77116191151637,1.18541904718601
1989-06-25,1.17818501253826,2.04323745437788,0.65296925797152
1989-06-26,9.70100036324592,1.95253240152356,0.408199067554767
1989-06-27,9.89648627932825,2.20211707052374,1.67085504982655
1989-06-28,8.66499170272489,3.44630654596189,1.01378141366207
1989-06-29,1.87267052761056,2.12011349906464,0.418273450392042
1989-06-30,8.32272264191639,2.01395820839432,2.50255132183713
1989-07-01,17.926457196241,1.57696014495144,5.38419793858802
1989-07-02,22.2807420422059,1.89237984984682,11.1937587080832
1989-07-03,2.63174969590982,2.44181869154436,2.19920046084808
1989-07-04,2.50223469121061,2.6552565739655,1.67607880389032
1989-07-05,0.682618080834757,1.77084990247455,2.00704093635932
1989-07-06,33.9408931079301,1.4762835046985,6.29089239394276
1989-07-07,0.949845551063361,1.91188425769551,5.74762197131045
1989-07-08,3.33974441949311,2.57242329528729,1.82607517057864
1989-07-09,7.21084551126527,3.25572276525966,5.97000464431104
1989-07-10,1.27415789320053,3.40924375202564,2.71859086490314
1989-07-11,0.392610009275598,2.7964416706684,0.860426919361328
1989-07-12,8.63332423306477,0.841600097750057,2.57344512698833
1989-07-13,5.06996607655448,2.613278318698,1.18355342073466
1989-07-14,5.94539443171236,1.8430622399578,0.708938051511936
1989-07-15,0.428222658811689,2.19380986672395,0.713415554995169
1989-07-16,2.40345395275972,3.20120351290039,3.47006519950579
1989-07-17,0.021712476927189,3.24689947094989,0.880202559745609
1989-07-18,0,3.44916034150689,0.489540380833505
1989-07-19,0,3.17854292381116,0.407079691683959
1989-07-20,10.1958170172543,1.63347673759628,0.335439635952227
1989-07-21,4.53350597479815,1.98960913008563,3.60476342929306
1989-07-22,0.676356977305715,3.44543508626332,0.951842615477342
1989-07-23,0,2.31996381227851,0.708938051511936
1989-07-24,0.273116619660989,2.51017578860114,0.456332229999525
1989-07-25,6.30231728025275,2.89960233487221,0.513793524701019
1989-07-26,0.009163358364438,3.09031337955804,0.628716114104007
1989-07-27,43.895654866879,2.25519244234017,0.449615974774675
1989-07-28,13.110961563148,1.43687138699706,0.755205587505346
1989-07-29,9.97898358277167,1.29184689678832,2.74844088812469
1989-07-30,0,1.98180521741052,0.858188167619712
1989-07-31,0.479196777155826,1.29732651965394,0.628716114104007
1989-08-01,0.000313378398523,3.25651842814366,0.494391009607008
1989-08-02,0,2.72614578172876,0.480585373867039
1989-08-03,0,3.30023011900408,0.418646575682312
1989-08-04,1.61786405030626,2.25329345925396,0.349618396982465
1989-08-05,8.6558363370722,1.31944239331536,0.995871399729135
1989-08-06,30.5139650757828,1.22790097874294,13.6936981528885
1989-08-07,3.21061000122632,1.97430655637592,2.28576552819059
1989-08-08,0.311947862198701,2.65137448589564,1.34810167374349
1989-08-09,10.0915857655958,2.43222350339328,1.94808714049675
1989-08-10,8.171730931827,1.6874663021682,2.79172342179595
1989-08-11,20.3238651708242,1.73455372695735,14.7757614946698
1989-08-12,6.0059375694853,2.18175852413818,3.60774843161522
1989-08-13,5.14493599125704,1.41080699794712,32.648462898576
1989-08-14,28.9437297883374,1.75817652256552,5.77224824046824
1989-08-15,47.0903305599205,2.24251509902148,2.68650208993997
1989-08-16,18.8682541104283,2.16001173375726,1.89211834695633
1989-08-17,18.0640506331354,2.57147913673234,6.75356775387687
1989-08-18,0.384060660435495,2.99674169835059,1.96860903146157
1989-08-19,0.573303986925484,2.66036965517271,1.87495458360394
1989-08-20,2.1479598979619,2.90016344085727,5.97000464431104
1989-08-21,0.032924705779861,2.43824334496407,1.25593972704694
1989-08-22,3.35491829181701,1.31977983197165,5.03719141863744
1989-08-23,7.55068178908957,2.65320696891183,4.74988494512997
1989-08-24,8.584170594902,2.42184891026394,5.92634898534952
1989-08-25,3.68264105540709,1.48162595243217,11.574346504158
1989-08-26,2.1603842477555,2.27119408781964,4.73869118642189
1989-08-27,0.933988656187571,1.18507191264963,2.09547163015318
1989-08-28,24.7806616553332,2.83344891788641,2.00293655816635
1989-08-29,0.003092099173911,2.42699048552579,1.46488988959782
1989-08-30,7.63100194396731,1.74187013732141,1.55070870635979
1989-08-31,3.37232911631242,1.34119881471126,7.46996831119419
1989-09-01,5.63212499793561,1.97560087864332,1.73465947446263
1989-09-02,19.0043756493827,1.47886801971026,5.81329202239788
1989-09-03,1.69880362140344,2.67076845387844,3.1976837376091
1989-09-04,32.1656047820098,2.50847406408317,1.57906622842027
1989-09-05,0.104324179090345,3.31688109940404,1.32123665284409
1989-09-06,0,3.24261243492496,1.08989897287703
1989-09-07,0.00771630494252,3.55896771050249,0.945126360252491
1989-09-08,0.001993236387661,3.13488525785914,0.876471306842915
1989-09-09,0.001672806907152,2.88206429835114,0.844382531879743
1989-09-10,6.84745922347908,2.0589569653664,0.724982438993522
1989-09-11,1.16462752245936,2.22382816019741,0.593642336818679
1989-09-12,7.6171272197248,1.67034229868913,2.17158918936814
1989-09-13,3.6805389740751,1.37895653807786,2.2428561198096
1989-09-14,35.1929454299267,0.936770216360554,3.38536575861463
1989-09-15,9.28541773115078,1.62890450705205,4.96629761348625
1989-09-16,7.43461806116555,3.53607476090786,1.71227195704646
1989-09-17,0,3.10818961792735,1.21191094279514
1989-09-18,1.99463317056891,2.73563997544781,2.62045891356228
1989-09-19,7.88792841274119,2.61994276122894,7.74570790070331
1989-09-20,0.14802560364456,2.23559617342756,1.93241587830543
1989-09-21,1.04080787817105,2.45158563135281,1.35966855774184
1989-09-22,4.84941582876898,3.22760574228645,1.92122211959735
1989-09-23,1.07608570621638,3.39650894357538,7.48228144577308
1989-09-24,0,3.01263830501497,1.38130982457747
1989-09-25,1.37319434269171,2.88308358633983,0.967887002958928
1989-09-26,6.75414115943366,2.37308065281898,1.31526664819978
1989-09-27,6.29906378145413,2.73737911381829,2.96522668177124
1989-09-28,0.001985422515505,2.60404375311282,1.02833329998258
1989-09-29,0,2.0240591542122,0.554091056050118
1989-09-30,0.14936129004462,2.86394990569236,0.671252397194723
1989-10-01,3.43216827275422,3.07809972401861,2.01487656745498
1989-10-02,1.76915352307702,3.10089776627028,0.9328132256736
1989-10-03,0,3.40767886112913,0.657446761454753
1989-10-04,0,3.45786064240091,0.540285420310149
1989-10-05,0,3.40397801870481,0.497376011929164
1989-10-06,0,3.3592163408747,0.4664066128368
1989-10-07,0,3.33370731705583,0.448496598903867
1989-10-08,0,3.31628174171109,0.436556589615245
1989-10-09,0,3.25800329595373,0.428720958519587
1989-10-10,0,3.01140953179482,0.399244060588301
1989-10-11,0,3.18236754723975,0.38655780071914
1989-10-12,0,3.17464415700007,0.360812155690548
1989-10-13,0,3.09587364364218,0.333947134791149
1989-10-14,0,3.17353306445826,0.33282775892034
1989-10-15,0,3.16541226433172,0.324619002534413
1989-10-16,0,3.07563588643257,0.317156496729024
1989-10-17,0,3.00661290249475,0.309320865633366
1989-10-18,0,2.94744675225063,0.29999273337663
1989-10-19,0,2.9219171513544,0.289172099958816
1989-10-20,0,2.90393882451895,0.283575220604774
1989-10-21,0,2.85610311943631,0.274993338928577
1989-10-22,0,2.8277506939016,0.268650208993997
1989-10-23,0,2.80808087434978,0.254844573254028
1989-10-24,1.21399423449413,2.47598938735213,0.251486445641603
1989-10-25,0,2.52008997159476,0.242904563965405
1989-10-26,0.010902762104067,2.41433242277462,0.227233301774089
1989-10-27,0,2.75057424528771,0.230218304096244
1989-10-28,0,2.61850030973918,0.227606427064358
1989-10-29,0,2.26459773193907,0.223875174161664
1989-10-30,0.011451243245932,2.35849277579886,0.22014392125897
1989-10-31,0.780021085485693,2.66358070166537,0.205218909648192
1989-11-01,0,2.61261577522406,0.214920167195197
1989-11-02,0,2.56709939312887,0.209696413131425
1989-11-03,0,2.58876551341368,0.197756403842803
1989-11-04,0,2.62818640809617,0.170891382943404
1989-11-05,0,2.6230587970617,0.167533255330979
1989-11-06,0,2.2709578934705,0.167533255330979
1989-11-07,0,2.11912933086446,0.163802002428284
1989-11-08,0,2.32252828160615,0.161936375976937
1989-11-09,0,2.32962221251491,0.16007074952559
1989-11-10,0,2.29919523441174,0.16007074952559
1989-11-11,0,2.37760394539728,0.155593246042356
1989-11-12,0,2.25508345868431,0.155593246042356
1989-11-13,0,2.29112018112377,0.155593246042356
1989-11-14,0,2.37913396084804,0.154473870171548
1989-11-15,0,2.34322697150698,0.15335449430074
1989-11-16,0,2.21426565635642,0.155220120752087
1989-11-17,0,2.25304804195116,0.15335449430074
1989-11-18,0,2.2941013805399,0.155966371332626
1989-11-19,0,2.12428581895715,0.155966371332626
1989-11-20,0,2.19486665094539,0.149250116107776
1989-11-21,0,2.17462297772499,0.148503865527237
1989-11-22,0,2.23337534436184,0.147011364366159
1989-11-23,0,2.21168737523375,0.14663823907589
1989-11-24,0,2.19359233580459,0.14626511378562
1989-11-25,0,2.16760335296501,0.14626511378562
1989-11-26,0,2.10102992592267,0.162682626557476
1989-11-27,0,1.76686005865942,0.156339496622895
1989-11-28,1.44030908405353,1.75826777807963,0.155220120752087
1989-11-29,0.044562445605278,1.77351776171481,0.222009547710317
1989-11-30,0,1.83201119143593,0.256710199705375
1989-12-01,0,1.83555019889773,0.224994550032472
1989-12-02,0,1.9111499781601,0.197383278552534
1989-12-03,0,1.93458498920018,0.197383278552534
1989-12-04,0,1.88975107181612,0.179100139329331
1989-12-05,0,1.85797457612059,0.164921378299093
1989-12-06,0,1.84908763718105,0.152608243720201
1989-12-07,0,1.82425979470359,0.152608243720201
1989-12-08,0,1.88222619181021,0.155593246042356
1989-12-09,0,1.89359096277609,0.154473870171548
1989-12-10,0,1.89100690248631,0.151861993139662
1989-12-11,0,1.89643610289088,0.149623241398045
1989-12-12,0,1.94121082173929,0.150742617268854
1989-12-13,0,1.66911695276594,0.150742617268854
1989-12-14,0,1.8406997621963,0.150742617268854
1989-12-15,0,1.8293287757493,0.149623241398045
1989-12-16,0,1.77668724556762,0.149623241398045
1989-12-17,0,1.86868443963983,0.149996366688315
1989-12-18,0,1.90753828431246,0.150369491978584
1989-12-19,0,1.91448167367765,0.150369491978584
1989-12-20,0,1.95002386341578,0.149996366688315
1989-12-21,0,1.86992593378663,0.150369491978584
1989-12-22,0.20420605770496,1.6793507563196,0.149996366688315
1989-12-23,0.204384978941724,1.51912846578484,0.149623241398045
1989-12-24,19.6320263913897,1.17582799777244,0.188428271586067
1989-12-25,1.10943313983957,1.4683373463698,0.242531438675136
1989-12-26,12.9219120703503,1.49901545544827,0.341409640596538
1989-12-27,0,1.83420235951948,0.321634000212257
1989-12-28,0,1.83242006691641,0.263799580220494
1989-12-29,0,1.8447774890669,0.225740800613011
1989-12-30,0,1.61986167146523,0.216412668356275
1989-12-31,0.044250085272903,1.5957410432153,0.216412668356275
1990-01-01,0,1.43377327119883,0.197010153262264
1990-01-02,0,1.89952346342749,0.185816394554181
1990-01-03,0,1.6221842114866,0.189547647456876
1990-01-04,0,2.04548169817508,0.189174522166606
1990-01-05,0,2.04020072787092,0.188055146295798
1990-01-06,0,2.06577283817427,0.188055146295798
1990-01-07,0,2.10386311533239,0.182831392232026
1990-01-08,0,1.98458382202574,0.177234512877984
1990-01-09,0,1.9789832679235,0.177234512877984
1990-01-10,0,2.03998848811104,0.177234512877984
1990-01-11,0,2.0510922426722,0.147757614946698
1990-01-12,0,2.07533733733801,0.147757614946698
1990-01-13,0,2.13180571121441,0.147757614946698
1990-01-14,0,2.18467158674237,0.147757614946698
1990-01-15,0,2.13587703363078,0.130220726304035
1990-01-16,0,2.0771399268385,0.132459478045651
1990-01-17,0,2.133782800782,0.132832603335921
1990-01-18,0,2.21036480704698,0.124623846949993
1990-01-19,0,2.26253036190491,0.124996972240262
1990-01-20,0,2.29248730028457,0.120519468757029
1990-01-21,0,2.25993512369115,0.121638844627837
1990-01-22,0,2.28144878405528,0.122758220498646
1990-01-23,0,2.33372471599956,0.129474475723496
1990-01-24,0,2.29647962155751,0.117534466434874
1990-01-25,0,2.21007528034415,0.142160735592657
1990-01-26,0,2.25058168863472,0.12014634346676
1990-01-27,0,2.33580871794137,0.118280717015413
1990-01-28,0,2.41562839599585,0.115668839983526
1990-01-29,0,2.35617309789013,0.129847601013765
1990-01-30,0,2.33215375233326,0.12648947340134
1990-01-31,0,2.36826008844202,0.121638844627837
1990-02-01,0,2.35127799100196,0.119400092886221
1990-02-02,0,2.31868431070726,0.111191336500293
1990-02-03,0,2.38457368013859,0.110818211210024
1990-02-04,0,2.42962697645166,0.105221331855982
1990-02-05,0,2.42185151706669,0.09999757779221
1990-02-06,0,2.44468353030395,0.110445085919754
1990-02-07,0,2.53938463950874,0.10634070772679
1990-02-08,0,2.51096053503558,0.104101955985174
1990-02-09,0,2.67944998159151,0.097385700760324
1990-02-10,2.36993987884399,1.74052647370768,0.09999757779221
1990-02-11,1.74224212547539,2.5087991363729,0.12686259869161
1990-02-12,0,2.46954738938641,0.196637027971995
1990-02-13,0.958916720835634,2.45583622753811,0.145518863205082
1990-02-14,33.397648510964,2.1363432165776,0.189547647456876
1990-02-15,1.54070416155589,1.89769342070444,0.350364647563004
1990-02-16,7.32376189734489,2.51044321419056,0.259322076737261
1990-02-17,0,2.53000218981156,0.220517046549239
1990-02-18,1.10971726191892,1.93869167271029,0.18656264513472
1990-02-19,0.978711825475041,2.53103601742229,0.14626511378562
1990-02-20,0,2.68931967451163,0.132086352755382
1990-02-21,0,2.75213145029275,0.120519468757029
1990-02-22,0,2.62374118426921,0.119026967595951
1990-02-23,0,2.55047203637014,0.119026967595951
1990-02-24,0,2.45139389005328,0.110445085919754
1990-02-25,0,2.88578063213077,0.118653842305682
1990-02-26,0,3.00507411708078,0.10671383301706
1990-02-27,0,2.31005318036744,0.10671383301706
1990-02-28,0,2.53363476178677,0.101490078953288
1990-03-01,0.044001283569151,2.2930189866045,0.09999757779221
1990-03-02,0,2.34619653404255,0.107086958307329
1990-03-03,0,2.88702310048183,0.099251327211671
1990-03-04,0,3.02039974828919,0.098131951340863
1990-03-05,0,2.48971399109186,0.098131951340863
1990-03-06,4.09586720872017,2.58066174219111,0.123504471079185
1990-03-07,0,3.04341372156159,0.104475081275443
1990-03-08,0,3.105580126738,0.097385700760324
1990-03-09,0,3.14190526435545,0.098131951340863
1990-03-10,0.00582910527364,2.99552893869001,0.098131951340863
1990-03-11,0,1.80408536363591,0.088057568503588
1990-03-12,0.250256119353397,3.03705584481482,0.088057568503588
1990-03-13,0,3.31058868557535,0.097012575470055
1990-03-14,0,3.29568316341842,0.089550069664666
1990-03-15,0,3.36486356968753,0.091788821406282
1990-03-16,0,3.42767579290378,0.07984881211766
1990-03-17,0,3.48589106494016,0.064177549926344
1990-03-18,0,3.10330390250547,0.065296925797152
1990-03-19,0,3.13159711458187,0.067908802829038
1990-03-20,0,3.47290495068873,0.064550675216613
1990-03-21,0,3.64762506830318,0.062685048765266
1990-03-22,0,3.02670645255729,0.063431299345805
1990-03-23,0,3.00872143998571,0.062311923474997
1990-03-24,0,3.28586889836453,0.060819422313919
1990-03-25,0,3.35785147315388,0.06007317173338
1990-03-26,0,3.37547930766628,0.059700046443111
1990-03-27,0,2.96220796207883,0.059700046443111
1990-03-28,0,2.97851571469664,0.059700046443111
1990-03-29,0,3.50005709790106,0.058207545282033
1990-03-30,0,3.37540102543378,0.062311923474997
1990-03-31,0,3.61373276894677,0.058580670572302
1990-04-01,0,3.20862656314871,0.054103167089069
1990-04-02,0,3.65240750718422,0.055595668250147
1990-04-03,0,3.32418075884259,0.063058174055535
1990-04-04,0,3.560056503584,0.057088169411224
1990-04-05,0,3.66981660041905,0.06007317173338
1990-04-06,0,3.28432763126218,0.057461294701494
1990-04-07,4.16274282947409,3.86934481772379,0.052237540637722
1990-04-08,0.798485831489214,3.47249687881287,0.097012575470055
1990-04-09,0,3.9303704406277,0.063431299345805
1990-04-10,0,3.93236166968848,0.055968793540416
1990-04-11,0,3.97019634032986,0.050745039476644
1990-04-12,0,3.96913202585153,0.051864415347452
1990-04-13,0,4.00581444219559,0.050371914186374
1990-04-14,0,3.95934915249152,0.050371914186374
1990-04-15,0,4.00855609864649,0.050371914186374
1990-04-16,0,3.98447161510321,0.085072566181432
1990-04-17,0,3.68790189533858,0.050371914186374
1990-04-18,0,4.0810373641945,0.038431904897752
1990-04-19,0,4.07238505755676,0.035446902575597
1990-04-20,0,4.12427964621195,0.037312529026944
1990-04-21,0,4.03585808076377,0.038058779607483
1990-04-22,0,4.02778489423553,0.034327526704789
1990-04-23,0,4.11265284261642,0.036193153156136
1990-04-24,0,4.11020946237163,0.035820027865866
1990-04-25,0,3.94858933486583,0.035820027865866
1990-04-26,0,3.76995909486625,0.032461900253441
1990-04-27,0,3.905874588889,0.034327526704789
1990-04-28,0,3.15315647428309,0.036939403736675
1990-04-29,0,3.4016406997391,0.034327526704789
1990-04-30,0.199055938136812,3.58774291980112,0.036193153156136
1990-05-01,2.27653641519621,3.97614555684707,0.037312529026944
1990-05-02,0.22171157742781,3.96011113982955,0.08693819263278
1990-05-03,0.435878352600208,3.6922500849968,0.092908197277091
1990-05-04,0.181582703778894,3.59325231335782,0.107460083597599
1990-05-05,15.1534252138523,3.64760320053066,0.094027573147899
1990-05-06,0.166312592883972,3.72455322302571,0.087684443213319
1990-05-07,9.76784286021478,3.57676903916471,0.307455239182019
1990-05-08,8.44812936555294,3.81406724459528,0.738041824152952
1990-05-09,0.49417024435658,3.97184537809419,0.317156496729024
1990-05-10,1.96379680217851,4.15470188530906,0.18021951520014
1990-05-11,0.440676061262799,2.44628637039943,0.154473870171548
1990-05-12,3.12295648143037,1.14048925331859,0.085818816761971
1990-05-13,6.73733472686853,1.33320606251436,0.097012575470055
1990-05-14,3.41799798039095,4.0616374845455,0.141041359721848
1990-05-15,0.590292730577194,3.64883097719163,0.228352677644897
1990-05-16,0.559492511324441,4.01907033119393,0.209696413131425
1990-05-17,0.912080446138171,3.83597930061118,0.261187703188608
1990-05-18,0.039802632960397,3.93296925692014,0.149996366688315
1990-05-19,0.438305208761516,4.12267960459328,0.095520074308977
1990-05-20,5.01603408350654,3.4969758767826,0.085445691471702
1990-05-21,0,3.9370541100942,0.085445691471702
1990-05-22,0.490365016930943,4.13797271547187,0.107086958307329
1990-05-23,0,3.77123868980094,0.09999757779221
1990-05-24,0,3.58564869204428,0.095893199599246
1990-05-25,0.08166808320333,3.93435516193173,0.083206939730085
1990-05-26,0.651738747875324,3.80507792047711,0.081341313278738
1990-05-27,1.52113335530722,3.97400987575618,0.082087563859277
1990-05-28,0,4.00292690953647,0.080595062698199
1990-05-29,0.088231568922053,4.1763542574337,0.104848206565713
1990-05-30,0.000511729370559,3.56548867812026,0.078729436246852
